ID,Activities,TUCASEID,Info,Coord,Coord2
1125,ST,522,1,2,0
1126,PC,522,1,2,0
1127,PD,522,1,2,0
1128,ST,522,1,2,0
1129,PC,522,1,2,0
1130,ST,522,1,2,0
1131,PD,522,1,2,0
1132,PC,522,1,2,0
1133,ST,522,1,2,0
1134,PC,522,1,2,0
1135,ST,522,1,2,0
1136,PC,522,1,2,0
1137,ST,522,1,2,0
1138,PC,522,1,2,0
1139,PD,522,1,2,0
1140,PC,522,1,2,0
1141,ST,522,1,2,0
1142,PD,522,1,2,0
1143,ST,522,1,2,0
1144,ST,522,1,2,0
1145,ST,522,1,2,0
1146,ST,522,1,2,0
1147,PC,522,1,2,0
1148,ST,522,1,2,0
1149,ST,522,1,2,0
1150,ST,522,1,2,0
1151,ST,522,1,2,0
1152,ST,522,1,2,0
1153,ST,522,1,2,0
1154,ST,522,1,2,0
1155,ST,522,1,2,0
1156,PD,522,1,2,0
1157,ST,522,1,2,0
1158,PD,522,1,2,0
1159,PD,522,1,2,0
1160,PC,522,1,2,0
1161,PD,522,1,2,0
1162,PC,522,1,2,0
1163,ST,522,1,2,0
1164,ST,522,1,2,0
1165,ST,522,1,2,0
1166,ST,522,1,2,0
1167,ST,522,1,2,0
1168,ST,522,1,2,0
1169,ST,522,1,2,0
1170,ST,522,1,2,0
1171,PD,522,1,2,0
1172,ST,522,1,2,0
1173,ST,522,1,2,0
1174,PC,522,1,2,0
1175,PD,522,1,2,0
1176,PC,522,1,2,0
1177,ST,522,1,2,0
1178,ST,522,1,2,0
1179,PC,522,1,2,0
1180,ST,522,1,2,0
1181,ST,522,1,2,0
1182,ST,522,1,2,0
1183,PC,522,1,2,0
1184,PD,522,1,2,0
1185,PD,522,1,2,0
1186,PC,522,1,2,0
1187,PC,522,1,2,0
1188,PC,522,1,2,0
1189,ST,522,1,2,0
1190,PC,522,1,2,0
1191,ST,522,1,2,0
1192,PD,522,1,2,0
1193,ST,522,1,2,0
1194,PD,522,1,2,0
1195,PD,522,1,2,0
1196,PC,522,1,2,0
1197,ST,522,1,2,0
1198,ST,522,1,2,0
1199,PC,522,1,2,0
1200,PC,522,1,2,0
1201,PC,522,1,2,0
1202,PD,522,1,2,0
1203,ST,522,1,2,0
1204,PC,522,1,2,0
1205,ST,522,1,2,0
1206,ST,522,1,2,0
1207,ST,522,1,2,0
1208,PC,522,1,2,0
1209,ST,522,1,2,0
1210,ST,522,1,2,0
1211,PD,522,1,2,0
1212,ST,522,1,2,0
1213,PC,522,1,2,0
1214,PC,522,1,2,0
1215,PC,522,1,2,0
1216,PC,522,1,2,0
1217,PC,522,1,2,0
1218,PC,522,1,2,0
1219,ST,522,1,2,0
1220,ST,522,1,2,0
1221,PD,522,1,2,0
1222,PC,522,1,2,0
1223,ST,522,1,2,0
1224,PC,522,1,2,0
1225,ST,522,1,2,0
1226,PC,522,1,2,0
1227,ST,522,1,2,0
1228,PC,522,1,2,0
1229,ST,522,1,2,0
1230,ST,522,1,2,0
1231,ST,522,1,2,0
1232,ST,522,1,2,0
1233,PC,522,1,2,0
1234,PC,522,1,2,0
1235,PC,522,1,2,0
1236,PD,522,1,2,0
1237,PD,522,1,2,0
1238,PD,522,1,2,0
1239,PD,522,1,2,0
1240,PD,522,1,2,0
1241,PC,522,1,2,0
1242,PD,522,1,2,0
1243,PD,522,1,2,0
1244,PD,522,1,2,0
1245,PC,522,1,2,0
1246,PD,522,1,2,0
1247,PD,522,1,2,0
1248,PD,522,1,2,0
1249,PC,522,1,2,0
1250,PD,522,1,2,0
1251,PD,522,1,2,0
1252,PC,522,1,2,0
1253,PD,522,1,2,0
1254,PC,522,1,2,0
1255,ST,522,1,2,0
1256,PC,522,1,2,0
1257,ST,522,1,2,0
1258,PC,522,1,2,0
1259,ST,522,1,2,0
1260,ST,522,1,2,0
1261,ST,522,1,2,0
1262,ST,522,1,2,0
1263,ST,522,1,2,0
1264,ST,522,1,2,0
1265,PD,522,1,2,0
1266,ST,522,1,2,0
1267,PC,522,1,2,0
1268,ST,522,1,2,0
1269,PC,522,1,2,0
1270,ST,522,1,2,0
1271,ST,522,1,2,0
1272,ST,522,1,2,0
1273,ST,522,1,2,0
1274,ST,522,1,2,0
1275,ST,522,1,2,0
1276,PC,522,1,2,0
1277,PC,522,1,2,0
1278,ST,522,1,2,0
1279,ST,522,1,2,0
1280,ST,522,1,2,0
1281,ST,522,1,2,0
1282,ST,522,1,2,0
1283,PC,522,1,2,0
1284,PC,522,1,2,0
1285,PD,522,1,2,0
1286,PC,522,1,2,0
1287,ST,522,1,2,0
1288,ST,522,1,2,0
1289,ST,522,1,2,0
1290,PC,522,1,2,0
1291,PD,522,1,2,0
1292,ST,522,1,2,0
1293,ST,522,1,2,0
1294,ST,522,1,2,0
1295,ST,522,1,2,0
1296,ST,522,1,2,0
1297,PC,522,1,2,0
1298,PC,522,1,2,0
1299,ST,522,1,2,0
1300,ST,522,1,2,0
1301,ST,522,1,2,0
1302,ST,522,1,2,0
1303,ST,522,1,2,0
1304,PC,522,1,2,0
1305,PD,522,1,2,0
1306,PC,522,1,2,0
1307,PD,522,1,2,0
1308,PC,522,1,2,0
1309,PC,522,1,2,0
1310,ST,522,1,2,0
1311,ST,522,1,2,0
1312,PC,522,1,2,0
1313,PC,522,1,2,0
1314,ST,522,1,2,0
1315,ST,522,1,2,0
1316,PC,522,1,2,0
1317,PC,522,1,2,0
1318,ST,522,1,2,0
1319,PD,522,1,2,0
1320,ST,522,1,2,0
1321,ST,522,1,2,0
1322,ST,522,1,2,0
1323,ST,522,1,2,0
1324,PC,522,1,2,0
1325,PD,522,1,2,0
1326,ST,522,1,2,0
1327,ST,522,1,2,0
1328,ST,522,1,2,0
1329,ST,522,1,2,0
1330,ST,522,1,2,0
1331,ST,522,1,2,0
1332,ST,522,1,2,0
1333,ST,522,1,2,0
1334,ST,522,1,2,0
1335,PD,522,1,2,0
1336,PC,522,1,2,0
1337,PC,522,1,2,0
1338,ST,522,1,2,0
1339,PC,522,1,2,0
1340,PD,522,1,2,0
1341,PC,522,1,2,0
1342,ST,522,1,2,0
1343,PD,522,1,2,0
1344,PD,522,1,2,0
1345,PC,522,1,2,0
1346,ST,522,1,2,0
1347,ST,522,1,2,0
1348,ST,522,1,2,0
1349,ST,522,1,2,0
1350,ST,522,1,2,0
1351,PC,522,1,2,0
1352,ST,522,1,2,0
1353,ST,522,1,2,0
1354,PC,522,1,2,0
1355,PD,522,1,2,0
1356,PC,522,1,2,0
1357,ST,522,1,2,0
1358,PC,522,1,2,0
1359,PC,522,1,2,0
1360,PD,522,1,2,0
1361,ST,522,1,2,0
1362,PC,522,1,2,0
1363,ST,522,1,2,0
1364,PC,522,1,2,0
1365,PC,522,1,2,0
1366,ST,522,1,2,0
1367,PC,522,1,2,0
1368,ST,522,1,2,0
1369,PC,522,1,2,0
1370,ST,522,1,2,0
1371,PC,522,1,2,0
1372,PC,522,1,2,0
1373,ST,522,1,2,0
1374,ST,522,1,2,0
1375,PC,522,1,2,0
1376,ST,522,1,2,0
1377,ST,522,1,2,0
1378,ST,522,1,2,0
1379,ST,522,1,2,0
1380,ST,522,1,2,0
1381,ST,522,1,2,0
1382,ST,522,1,2,0
1383,PC,522,1,2,0
1384,PC,522,1,2,0
1385,ST,522,1,2,0
1386,PD,522,1,2,0
1387,PC,532,2,3.5,0
1388,PD,532,2,3.5,0
1389,ST,532,2,3.5,0
1390,ST,532,2,3.5,0
1391,PD,532,2,3.5,0
1392,ST,532,2,3.5,0
1393,PC,532,2,3.5,0
1394,PD,532,2,3.5,0
1395,ST,532,2,3.5,0
1396,ST,532,2,3.5,0
1397,ST,532,2,3.5,0
1398,ST,532,2,3.5,0
1399,PD,532,2,3.5,0
1400,ST,532,2,3.5,0
1401,ST,532,2,3.5,0
1402,ST,532,2,3.5,0
1403,PC,532,2,3.5,0
1404,ST,532,2,3.5,0
1405,ST,532,2,3.5,0
1406,ST,532,2,3.5,0
1407,ST,532,2,3.5,0
1408,ST,532,2,3.5,0
1409,PC,532,2,3.5,0
1410,ST,532,2,3.5,0
1411,PC,532,2,3.5,0
1412,ST,532,2,3.5,0
1413,ST,532,2,3.5,0
1414,ST,532,2,3.5,0
1415,ST,532,2,3.5,0
1416,ST,532,2,3.5,0
1417,ST,532,2,3.5,0
1418,ST,532,2,3.5,0
1419,ST,532,2,3.5,0
1420,PC,532,2,3.5,0
1421,ST,532,2,3.5,0
1422,ST,532,2,3.5,0
1423,ST,532,2,3.5,0
1424,ST,532,2,3.5,0
1425,PD,532,2,3.5,0
1426,PC,532,2,3.5,0
1427,PC,532,2,3.5,0
1428,PD,552,2,1.5,0
1429,PC,552,2,1.5,0
1430,ST,552,2,1.5,0
1431,ST,552,2,1.5,0
1432,ST,552,2,1.5,0
1433,PC,552,2,1.5,0
1434,ST,552,2,1.5,0
1435,ST,552,2,1.5,0
1436,ST,552,2,1.5,0
1437,ST,552,2,1.5,0
1438,ST,552,2,1.5,0
1439,ST,552,2,1.5,0
1440,ST,552,2,1.5,0
1441,ST,552,2,1.5,0
1442,ST,552,2,1.5,0
1443,ST,552,2,1.5,0
1444,ST,552,2,1.5,0
1445,ST,552,2,1.5,0
1446,ST,552,2,1.5,0
1447,ST,552,2,1.5,0
1448,ST,552,2,1.5,0
1449,PD,552,2,1.5,0
1450,ST,552,2,1.5,0
1451,ST,552,2,1.5,0
1452,ST,552,2,1.5,0
1453,ST,552,2,1.5,0
1454,ST,552,2,1.5,0
1455,PD,552,2,1.5,0
1456,PD,552,2,1.5,0
1457,PD,552,2,1.5,0
1458,ST,552,2,1.5,0
1459,ST,552,2,1.5,0
1460,ST,552,2,1.5,0
1461,ST,552,2,1.5,0
1462,ST,552,2,1.5,0
1463,PD,552,2,1.5,0
1464,PD,552,2,1.5,0
1465,PD,552,2,1.5,0
1466,ST,552,2,1.5,0
1467,PC,552,2,1.5,0
1468,ST,552,2,1.5,0
1469,PD,552,2,1.5,0
1470,ST,552,2,1.5,0
1471,ST,552,2,1.5,0
1472,PD,552,2,1.5,0
1473,ST,552,2,1.5,0
1474,ST,552,2,1.5,0
1475,PC,552,2,1.5,0
1476,ST,552,2,1.5,0
1477,PC,552,2,1.5,0
1478,ST,552,2,1.5,0
1479,ST,552,2,1.5,0
1480,ST,552,2,1.5,0
1481,ST,552,2,1.5,0
1482,PC,552,2,1.5,0
1483,PD,552,2,1.5,0
1484,ST,552,2,1.5,0
1485,PD,552,2,1.5,0
1486,ST,552,2,1.5,0
1487,ST,552,2,1.5,0
1488,ST,552,2,1.5,0
1489,ST,552,2,1.5,0
1490,ST,552,2,1.5,0
1491,ST,552,2,1.5,0
1492,ST,552,2,1.5,0
1493,ST,552,2,1.5,0
1494,ST,552,2,1.5,0
1495,ST,552,2,1.5,0
1496,ST,552,2,1.5,0
1497,ST,552,2,1.5,0
1498,ST,552,2,1.5,0
1499,ST,552,2,1.5,0
1500,ST,552,2,1.5,0
1501,ST,552,2,1.5,0
1502,ST,552,2,1.5,0
1503,ST,552,2,1.5,0
1504,ST,552,2,1.5,0
1505,PC,552,2,1.5,0
1506,ST,552,2,1.5,0
1507,PC,552,2,1.5,0
1508,PD,552,2,1.5,0
1509,PC,552,2,1.5,0
1510,PC,552,2,1.5,0
1511,ST,552,2,1.5,0
1512,PC,552,2,1.5,0
1513,ST,552,2,1.5,0
1514,PC,552,2,1.5,0
1515,ST,552,2,1.5,0
1516,ST,552,2,1.5,0
1517,PC,552,2,1.5,0
1518,PD,552,2,1.5,0
1519,PD,552,2,1.5,0
1520,PC,552,2,1.5,0
1521,PC,552,2,1.5,0
1522,PD,552,2,1.5,0
1523,PD,552,2,1.5,0
1524,PD,552,2,1.5,0
1525,PD,552,2,1.5,0
1526,PC,552,2,1.5,0
1527,PC,552,2,1.5,0
1528,ST,552,2,1.5,0
1529,PC,552,2,1.5,0
1530,ST,552,2,1.5,0
1531,PC,552,2,1.5,0
1532,PC,552,2,1.5,0
1533,ST,552,2,1.5,0
1534,PC,552,2,1.5,0
1535,ST,552,2,1.5,0
1536,ST,552,2,1.5,0
1537,ST,552,2,1.5,0
1538,ST,552,2,1.5,0
1539,ST,552,2,1.5,0
1540,ST,552,2,1.5,0
1541,ST,552,2,1.5,0
1542,PC,552,2,1.5,0
1543,PC,552,2,1.5,0
1544,PC,552,2,1.5,0
1545,ST,552,2,1.5,0
1546,PC,552,2,1.5,0
1547,ST,552,2,1.5,0
1548,PD,552,2,1.5,0
1549,PC,552,2,1.5,0
1550,ST,552,2,1.5,0
1551,PD,552,2,1.5,0
1552,ST,552,2,1.5,0
1553,ST,552,2,1.5,0
1554,ST,552,2,1.5,0
1555,ST,582,2,3.75,0
1556,PC,582,2,3.75,0
1557,PD,582,2,3.75,0
1558,ST,582,2,3.75,0
1559,ST,582,2,3.75,0
1560,PD,582,2,3.75,0
1561,ST,582,2,3.75,0
1562,ST,582,2,3.75,0
1563,ST,582,2,3.75,0
1564,PC,582,2,3.75,0
1565,PD,582,2,3.75,0
1566,ST,582,2,3.75,0
1567,PC,582,2,3.75,0
1568,ST,582,2,3.75,0
1569,ST,582,2,3.75,0
1570,PD,582,2,3.75,0
1571,ST,582,2,3.75,0
1572,PD,582,2,3.75,0
1573,PC,582,2,3.75,0
1574,PD,582,2,3.75,0
1575,PC,582,2,3.75,0
1576,ST,582,2,3.75,0
1577,ST,582,2,3.75,0
1578,PD,582,2,3.75,0
1579,PC,582,2,3.75,0
1580,PD,582,2,3.75,0
1581,ST,582,2,3.75,0
1582,PC,582,2,3.75,0
1583,ST,582,2,3.75,0
1584,ST,582,2,3.75,0
1585,ST,582,2,3.75,0
1586,ST,582,2,3.75,0
1587,ST,582,2,3.75,0
1588,PD,582,2,3.75,0
1589,PC,582,2,3.75,0
1590,ST,582,2,3.75,0
1591,PC,582,2,3.75,0
1592,ST,582,2,3.75,0
1593,ST,582,2,3.75,0
1594,PD,582,2,3.75,0
1595,ST,582,2,3.75,0
1596,PD,582,2,3.75,0
1597,PC,582,2,3.75,0
1598,ST,582,2,3.75,0
1599,PD,582,2,3.75,0
1600,ST,582,2,3.75,0
1601,PC,582,2,3.75,0
1602,ST,582,2,3.75,0
1603,ST,582,2,3.75,0
1604,PD,582,2,3.75,0
1605,ST,582,2,3.75,0
1606,PC,582,2,3.75,0
1607,PD,582,2,3.75,0
1608,PC,582,2,3.75,0
1609,PD,582,2,3.75,0
1610,ST,582,2,3.75,0
1611,PC,582,2,3.75,0
1612,ST,582,2,3.75,0
1613,ST,582,2,3.75,0
1614,ST,582,2,3.75,0
1615,PD,582,2,3.75,0
1616,PD,582,2,3.75,0
1617,PC,582,2,3.75,0
1618,ST,582,2,3.75,0
1619,PD,582,2,3.75,0
1620,PC,582,2,3.75,0
1621,PD,582,2,3.75,0
1622,PD,582,2,3.75,0
1623,ST,582,2,3.75,0
1624,ST,582,2,3.75,0
1625,ST,582,2,3.75,0
1626,ST,582,2,3.75,0
1627,ST,582,2,3.75,0
1628,ST,582,2,3.75,0
1629,PC,582,2,3.75,0
1630,PD,582,2,3.75,0
1631,PC,582,2,3.75,0
1632,PD,582,2,3.75,0
1633,PC,582,2,3.75,0
1634,ST,582,2,3.75,0
1635,ST,582,2,3.75,0
1636,PD,582,2,3.75,0
1637,PD,582,2,3.75,0
1638,PC,582,2,3.75,0
1639,ST,582,2,3.75,0
1640,PD,582,2,3.75,0
1641,PD,582,2,3.75,0
1642,ST,582,2,3.75,0
1643,ST,582,2,3.75,0
1644,ST,582,2,3.75,0
1645,PD,582,2,3.75,0
1646,ST,582,2,3.75,0
1647,ST,582,2,3.75,0
1648,PD,582,2,3.75,0
1649,ST,582,2,3.75,0
1650,ST,582,2,3.75,0
1651,ST,582,2,3.75,0
1652,ST,582,2,3.75,0
1653,ST,582,2,3.75,0
1654,ST,582,2,3.75,0
1655,ST,582,2,3.75,0
1656,PD,582,2,3.75,0
1657,ST,582,2,3.75,0
1658,ST,582,2,3.75,0
1659,ST,582,2,3.75,0
1660,ST,582,2,3.75,0
1661,PD,582,2,3.75,0
1662,ST,582,2,3.75,0
1663,PC,582,2,3.75,0
1664,ST,582,2,3.75,0
1665,PD,582,2,3.75,0
1666,PD,582,2,3.75,0
1667,ST,582,2,3.75,0
1668,ST,582,2,3.75,0
1669,PD,582,2,3.75,0
1670,PD,582,2,3.75,0
1671,PD,582,2,3.75,0
1672,PD,582,2,3.75,0
1673,PD,582,2,3.75,0
1674,PD,582,2,3.75,0
1675,ST,582,2,3.75,0
1676,ST,582,2,3.75,0
1677,ST,582,2,3.75,0
1678,PC,582,2,3.75,0
1679,ST,582,2,3.75,0
1680,ST,582,2,3.75,0
1681,ST,582,2,3.75,0
1682,PC,582,2,3.75,0
1683,ST,582,2,3.75,0
1684,ST,582,2,3.75,0
1685,ST,602,2,4,1
1686,ST,602,2,4,1
1687,ST,602,2,4,1
1688,ST,602,2,4,1
1689,ST,602,2,4,1
1690,PC,602,2,4,1
1691,ST,602,2,4,1
1692,ST,602,2,4,1
1693,ST,602,2,4,1
1694,ST,602,2,4,1
1695,ST,602,2,4,1
1696,ST,602,2,4,1
1697,PD,602,2,4,1
1698,ST,602,2,4,1
1699,ST,602,2,4,1
1700,ST,602,2,4,1
1701,ST,602,2,4,1
1702,ST,602,2,4,1
1703,ST,602,2,4,1
1704,ST,602,2,4,1
1705,ST,602,2,4,1
1706,ST,602,2,4,1
1707,PD,602,2,4,1
1708,ST,602,2,4,1
1709,PC,602,2,4,1
1710,ST,602,2,4,1
1711,ST,602,2,4,1
1712,ST,602,2,4,1
1713,PC,602,2,4,1
1714,ST,602,2,4,1
1715,ST,602,2,4,1
1716,ST,602,2,4,1
1717,PC,602,2,4,1
1718,ST,602,2,4,1
1719,ST,602,2,4,1
1720,ST,602,2,4,1
1721,ST,602,2,4,1
1722,ST,602,2,4,1
1723,ST,602,2,4,1
1724,ST,602,2,4,1
1725,ST,602,2,4,1
1726,ST,602,2,4,1
1727,ST,602,2,4,1
1728,ST,602,2,4,1
1729,ST,602,2,4,1
1730,ST,602,2,4,1
1731,ST,602,2,4,1
1732,PC,602,2,4,1
1733,ST,602,2,4,1
1734,ST,602,2,4,1
1735,ST,602,2,4,1
1736,ST,602,2,4,1
1737,ST,602,2,4,1
1738,PC,602,2,4,1
1739,ST,602,2,4,1
1740,ST,602,2,4,1
1741,ST,602,2,4,1
1742,ST,602,2,4,1
1743,PC,602,2,4,1
1744,PD,602,2,4,1
1745,PD,602,2,4,1
1746,PD,602,2,4,1
1747,PC,602,2,4,1
1748,ST,602,2,4,1
1749,ST,602,2,4,1
1750,ST,602,2,4,1
1751,PC,602,2,4,1
1752,PC,602,2,4,1
1753,ST,602,2,4,1
1754,ST,602,2,4,1
1755,PC,602,2,4,1
1756,ST,602,2,4,1
1757,ST,602,2,4,1
1758,ST,602,2,4,1
1759,ST,602,2,4,1
1760,ST,602,2,4,1
1761,ST,602,2,4,1
1762,PC,602,2,4,1
1763,ST,602,2,4,1
1764,ST,602,2,4,1
1765,ST,602,2,4,1
1766,ST,602,2,4,1
1767,ST,602,2,4,1
1768,PC,602,2,4,1
1769,ST,602,2,4,1
1770,ST,602,2,4,1
1771,ST,602,2,4,1
1772,ST,602,2,4,1
1773,PC,602,2,4,1
1774,ST,602,2,4,1
1775,ST,602,2,4,1
1776,ST,602,2,4,1
1777,ST,602,2,4,1
1778,ST,602,2,4,1
1779,ST,602,2,4,1
1780,ST,602,2,4,1
1781,ST,602,2,4,1
1782,ST,602,2,4,1
1783,ST,602,2,4,1
1784,ST,602,2,4,1
1785,ST,602,2,4,1
1786,ST,602,2,4,1
1787,ST,602,2,4,1
1788,ST,602,2,4,1
1789,ST,602,2,4,1
1790,ST,602,2,4,1
1791,ST,602,2,4,1
1792,ST,602,2,4,1
1793,ST,602,2,4,1
1794,ST,602,2,4,1
1795,PD,602,2,4,1
1796,ST,602,2,4,1
1797,ST,602,2,4,1
1798,PD,602,2,4,1
1799,PC,602,2,4,1
1800,ST,602,2,4,1
1801,PD,602,2,4,1
1802,PC,602,2,4,1
1803,PD,602,2,4,1
1804,PC,602,2,4,1
1805,ST,602,2,4,1
1806,ST,602,2,4,1
1807,ST,602,2,4,1
1808,ST,602,2,4,1
1809,ST,602,2,4,1
1810,ST,602,2,4,1
1811,PD,602,2,4,1
1812,ST,602,2,4,1
1813,PC,602,2,4,1
1814,ST,602,2,4,1
1815,ST,602,2,4,1
1816,ST,602,2,4,1
1817,ST,602,2,4,1
1818,ST,602,2,4,1
1819,ST,602,2,4,1
1820,ST,602,2,4,1
1821,ST,602,2,4,1
1822,ST,602,2,4,1
1823,ST,602,2,4,1
1824,ST,602,2,4,1
1825,PD,602,2,4,1
1826,PC,602,2,4,1
1827,PD,602,2,4,1
1828,ST,602,2,4,1
1829,PC,602,2,4,1
1830,ST,602,2,4,1
1831,ST,602,2,4,1
1832,ST,602,2,4,1
1833,ST,602,2,4,1
1834,ST,602,2,4,1
1835,ST,602,2,4,1
1836,ST,602,2,4,1
1837,ST,602,2,4,1
1838,ST,602,2,4,1
1839,ST,602,2,4,1
1840,ST,602,2,4,1
1841,ST,602,2,4,1
1842,PC,602,2,4,1
1843,PD,602,2,4,1
1844,PC,602,2,4,1
1845,PC,602,2,4,1
1846,ST,602,2,4,1
1847,ST,602,2,4,1
1848,ST,602,2,4,1
1849,ST,602,2,4,1
1850,PC,602,2,4,1
1851,ST,602,2,4,1
1852,PC,602,2,4,1
1853,ST,602,2,4,1
1854,PC,602,2,4,1
1855,ST,602,2,4,1
1856,PD,602,2,4,1
1857,PC,602,2,4,1
1858,ST,602,2,4,1
1859,PD,602,2,4,1
1860,PC,602,2,4,1
1861,ST,602,2,4,1
1862,ST,602,2,4,1
1863,ST,602,2,4,1
1864,ST,602,2,4,1
1865,ST,602,2,4,1
1866,ST,602,2,4,1
1867,ST,602,2,4,1
1868,ST,602,2,4,1
1869,ST,602,2,4,1
1870,ST,602,2,4,1
1871,ST,602,2,4,1
1872,ST,602,2,4,1
1873,ST,602,2,4,1
1874,ST,602,2,4,1
1875,ST,602,2,4,1
1876,ST,602,2,4,1
1877,ST,602,2,4,1
1878,ST,602,2,4,1
1879,PD,602,2,4,1
1880,PC,602,2,4,1
1881,ST,602,2,4,1
1882,ST,602,2,4,1
1883,ST,602,2,4,1
1884,ST,602,2,4,1
1885,ST,602,2,4,1
1886,ST,602,2,4,1
1887,ST,602,2,4,1
1888,ST,602,2,4,1
1889,ST,602,2,4,1
1890,ST,602,2,4,1
1891,ST,602,2,4,1
1892,ST,602,2,4,1
1893,ST,602,2,4,1
1894,ST,602,2,4,1
1895,ST,602,2,4,1
1896,ST,602,2,4,1
1897,ST,602,2,4,1
1898,ST,602,2,4,1
1899,ST,602,2,4,1
1900,PD,602,2,4,1
1901,PC,602,2,4,1
1902,ST,602,2,4,1
1903,PC,602,2,4,1
1904,ST,602,2,4,1
1905,PD,602,2,4,1
1906,PC,602,2,4,1
1907,PD,602,2,4,1
1908,ST,602,2,4,1
1909,ST,602,2,4,1
1910,ST,602,2,4,1
1911,ST,602,2,4,1
1912,ST,602,2,4,1
1913,ST,602,2,4,1
1914,ST,602,2,4,1
1915,ST,602,2,4,1
1916,PC,602,2,4,1
1917,ST,602,2,4,1
1918,ST,602,2,4,1
1919,ST,602,2,4,1
1920,ST,602,2,4,1
1921,ST,602,2,4,1
1922,ST,602,2,4,1
1923,ST,602,2,4,1
1924,ST,602,2,4,1
1925,PD,602,2,4,1
1926,ST,602,2,4,1
1927,ST,602,2,4,1
1928,PC,602,2,4,1
1929,ST,602,2,4,1
1930,ST,602,2,4,1
1931,ST,602,2,4,1
1932,ST,602,2,4,1
1933,ST,602,2,4,1
1934,ST,602,2,4,1
1935,PC,602,2,4,1
1936,PD,602,2,4,1
1937,PD,602,2,4,1
1938,PC,602,2,4,1
1939,PC,602,2,4,1
1940,ST,602,2,4,1
1941,ST,602,2,4,1
1942,PC,602,2,4,1
1943,PD,602,2,4,1
1944,ST,602,2,4,1
1945,ST,602,2,4,1
1946,ST,602,2,4,1
1947,ST,602,2,4,1
1948,ST,602,2,4,1
1949,ST,602,2,4,1
1950,PC,602,2,4,1
1951,ST,602,2,4,1
1952,PD,602,2,4,1
1953,ST,602,2,4,1
1954,ST,602,2,4,1
1955,ST,602,2,4,1
1956,ST,602,2,4,1
1957,ST,602,2,4,1
1958,ST,602,2,4,1
1959,PC,602,2,4,1
1960,ST,602,2,4,1
1961,PD,602,2,4,1
1962,ST,602,2,4,1
1963,ST,602,2,4,1
1964,ST,602,2,4,1
1965,ST,602,2,4,1
1966,ST,602,2,4,1
1967,PC,602,2,4,1
1968,ST,602,2,4,1
1969,ST,602,2,4,1
1970,ST,602,2,4,1
1971,ST,602,2,4,1
1972,ST,602,2,4,1
1973,ST,602,2,4,1
1974,ST,602,2,4,1
1975,ST,602,2,4,1
1976,ST,602,2,4,1
1977,PD,602,2,4,1
1978,ST,602,2,4,1
1979,ST,602,2,4,1
1980,ST,602,2,4,1
1981,ST,602,2,4,1
1982,ST,602,2,4,1
1983,ST,602,2,4,1
1984,ST,602,2,4,1
1985,ST,602,2,4,1
1986,ST,602,2,4,1
1987,ST,602,2,4,1
1988,ST,602,2,4,1
1989,ST,602,2,4,1
1990,ST,602,2,4,1
1991,ST,602,2,4,1
1992,ST,602,2,4,1
1993,ST,602,2,4,1
1994,ST,602,2,4,1
1995,ST,602,2,4,1
1996,PD,602,2,4,1
1997,ST,602,2,4,1
1998,PC,602,2,4,1
1999,PC,602,2,4,1
2000,ST,602,2,4,1
2001,ST,602,2,4,1
2002,ST,602,2,4,1
2003,ST,602,2,4,1
2004,ST,602,2,4,1
2005,ST,602,2,4,1
2006,ST,602,2,4,1
2007,ST,602,2,4,1
2008,ST,602,2,4,1
2009,ST,602,2,4,1
2010,ST,602,2,4,1
2011,ST,602,2,4,1
2012,ST,602,2,4,1
2013,ST,602,2,4,1
2014,ST,602,2,4,1
2015,ST,602,2,4,1
2016,ST,602,2,4,1
2017,PD,602,2,4,1
2018,ST,602,2,4,1
2019,PC,602,2,4,1
2020,ST,602,2,4,1
2021,ST,602,2,4,1
2022,ST,602,2,4,1
2023,PC,602,2,4,1
2024,PD,602,2,4,1
2025,ST,602,2,4,1
2026,ST,602,2,4,1
2027,PD,602,2,4,1
2028,ST,602,2,4,1
2029,ST,602,2,4,1
2030,ST,602,2,4,1
2031,PD,602,2,4,1
2032,ST,602,2,4,1
2033,PC,602,2,4,1
2034,ST,602,2,4,1
2035,ST,602,2,4,1
2036,PD,602,2,4,1
2037,PC,602,2,4,1
2038,ST,602,2,4,1
2039,ST,602,2,4,1
2040,ST,602,2,4,1
2041,ST,602,2,4,1
2042,PC,602,2,4,1
2043,PD,602,2,4,1
2044,PC,602,2,4,1
2045,ST,602,2,4,1
2046,ST,602,2,4,1
2047,ST,602,2,4,1
2048,ST,602,2,4,1
2049,ST,602,2,4,1
2050,PC,602,2,4,1
2051,ST,602,2,4,1
2052,ST,602,2,4,1
2053,ST,602,2,4,1
2054,ST,602,2,4,1
2055,ST,602,2,4,1
2056,ST,602,2,4,1
2057,PD,602,2,4,1
2058,ST,602,2,4,1
2059,ST,602,2,4,1
2060,PC,602,2,4,1
2061,ST,602,2,4,1
2062,ST,602,2,4,1
2063,ST,602,2,4,1
2064,ST,602,2,4,1
2065,ST,602,2,4,1
2066,PC,602,2,4,1
2067,ST,602,2,4,1
2068,PC,602,2,4,1
2069,ST,602,2,4,1
2070,PD,602,2,4,1
2071,ST,602,2,4,1
2072,ST,602,2,4,1
2073,ST,602,2,4,1
2074,ST,602,2,4,1
2075,PD,602,2,4,1
2076,ST,602,2,4,1
2077,PD,602,2,4,1
2078,PC,602,2,4,1
2079,PD,602,2,4,1
